week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
8/13/23,TV (Non-English),8,The Last Hours of Mario Biondo,The Last Hours of Mario Biondo: Limited Series,3300000,2.15,1500000,1,FALSE,
8/13/23,TV (Non-English),9,The Tailor,The Tailor: Season 1,5700000,4.75,1200000,5,FALSE,
8/13/23,TV (Non-English),10,D.P.,D.P.: Season 2,6100000,5.3167,1100000,3,FALSE,
8/6/23,Films (English),1,Hidden Strike,N/A,40500000,1.7167,23600000,2,FALSE,
8/6/23,Films (English),2,Happiness for Beginners,N/A,23100000,1.7667,13100000,2,FALSE,
8/6/23,Films (English),3,"Miraculous: Ladybug & Cat Noir, The Movie",N/A,21200000,1.7,12500000,2,FALSE,
8/6/23,Films (English),4,Poisoned: The Dirty Truth About Your Food,N/A,7200000,1.4,5100000,1,FALSE,
8/6/23,Films (English),5,Missing: The Lucie Blackman Case,N/A,6900000,1.3667,5000000,2,FALSE,
8/6/23,Films (English),6,Fatale,N/A,8500000,1.7167,5000000,2,FALSE,
8/6/23,Films (English),7,Shark Bait,N/A,5200000,1.4167,3700000,1,FALSE,
8/6/23,Films (English),8,They Cloned Tyrone,N/A,7500000,2.0667,3600000,3,FALSE,
8/6/23,Films (English),9,River Wild,N/A,5200000,1.5167,3400000,1,FALSE,
8/6/23,Films (English),10,Untold: Jake Paul the Problem Child,N/A,3900000,1.2,3300000,1,FALSE,
8/6/23,Films (Non-English),1,Paradise,N/A,30700000,1.9833,15500000,2,FALSE,
8/6/23,Films (Non-English),2,Soulcatcher,N/A,19300000,1.6667,11600000,1,FALSE,
8/6/23,Films (Non-English),3,Zom 100: Bucket List of the Dead,N/A,14200000,2.15,6600000,1,FALSE,
8/6/23,Films (Non-English),4,Dream,N/A,6200000,2.0833,3000000,2,FALSE,
8/6/23,Films (Non-English),5,The Lady of Silence: The Mataviejitas Murders,N/A,3900000,1.85,2100000,2,FALSE,
8/6/23,Films (Non-English),6,Bird Box Barcelona,N/A,3000000,1.8667,1600000,4,FALSE,
8/6/23,Films (Non-English),7,No Ritmo da Fé,N/A,2200000,1.5333,1400000,1,FALSE,
8/6/23,Films (Non-English),8,Big Nunu's Little Heist,N/A,1800000,1.55,1200000,1,FALSE,
8/6/23,Films (Non-English),9,The Murderer,N/A,2300000,2.0167,1100000,1,FALSE,
8/6/23,Films (Non-English),10,Head to Head,N/A,1600000,1.5833,1000000,1,FALSE,
8/6/23,TV (English),1,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,55200000,8.1833,6700000,5,FALSE,
8/6/23,TV (English),2,Heartstopper,Heartstopper: Season 2,28500000,4.7,6100000,1,FALSE,
8/6/23,TV (English),3,The Witcher,The Witcher: Season 3,41400000,7.6,5400000,6,FALSE,
8/6/23,TV (English),4,Sweet Magnolias,Sweet Magnolias: Season 3,24800000,8.5833,2900000,3,FALSE,
8/6/23,TV (English),5,How to Become a Cult Leader,How to Become a Cult Leader: Season 1,7300000,3.2333,2300000,1,FALSE,
8/6/23,TV (English),6,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,17300000,8.3167,2100000,10,FALSE,
8/6/23,TV (English),7,Fatal Seduction,Fatal Seduction: Season 1,13600000,7.2,1900000,5,FALSE,
8/6/23,TV (English),8,Too Hot to Handle,Too Hot to Handle: Season 5,15300000,8.25,1900000,4,FALSE,
8/6/23,TV (English),9,Om Nom Stories,Om Nom Stories: Season 1,1700000,0.9833,1700000,1,FALSE,
8/6/23,TV (English),10,CoComelon,CoComelon: Season 8,1700000,1.0667,1600000,2,FALSE,
8/6/23,TV (Non-English),1,A Perfect Story,A Perfect Story: Limited Series,24900000,3.6667,6800000,2,FALSE,
8/6/23,TV (Non-English),2,The Tailor,The Tailor: Season 2,23000000,5.3833,4300000,2,FALSE,
8/6/23,TV (Non-English),3,King the Land,King the Land: Limited Series,66400000,0,3600000,8,TRUE,"[{""episodesLaunched"":15,""countryList"":[""MV"",""IN"",""TL"",""UM"",""AU"",""BD"",""MO"",""PN"",""BN"",""JP"",""KI"",""KR"",""NF"",""TK"",""TO"",""CK"",""FJ"",""ID"",""HK"",""KH"",""PG"",""NP"",""NZ"",""NC"",""LA"",""MN"",""NU"",""TV"",""NR"",""VU"",""PF"",""LK"",""SB"",""VN"",""WF"",""BT"",""TW"",""WS"",""TH"",""PH"",""CX"",""MM"",""SG"",""CC"",""MY""]},{""episodesLaunched"":16,""countryList"":[""AZ"",""GT"",""MD"",""MG"",""MR"",""PS"",""QA"",""RW"",""SO"",""ZA"",""AE"",""CG"",""CM"",""DO"",""EG"",""GH"",""JM"",""KY"",""ML"",""SN"",""AF"",""AM"",""AR"",""CL"",""LV"",""ME"",""TC"",""TD"",""TG"",""VA"",""CF"",""CW"",""IL"",""IT"",""SC"",""YE"",""AI"",""BF"",""CZ"",""FR"",""GA"",""IQ"",""JO"",""MC"",""SM"",""AL"",""ES"",""GI"",""KZ"",""MS"",""OM"",""BB"",""BS"",""BZ"",""IO"",""LC"",""MX"",""RU"",""CO"",""CU"",""KW"",""MF"",""PL"",""ST"",""TJ"",""UY"",""GR"",""LU"",""PA"",""PE"",""SK"",""ZW"",""CV"",""GF"",""HR"",""LT"",""NO"",""PM"",""SL"",""TR"",""VC"",""CD"",""FK"",""GW"",""HM"",""MH"",""MQ"",""NI"",""TZ"",""BJ"",""BW"",""ET"",""GB"",""HU"",""KE"",""PY"",""SR"",""BQ"",""GP"",""GY"",""MP"",""MT"",""PK"",""SH"",""TN"",""UG"",""CI"",""FI"",""FO"",""HN"",""LS"",""PR"",""PW"",""RS"",""UA"",""ZM"",""AS"",""CH"",""GU"",""LY"",""MU"",""NA"",""NG"",""RO"",""BA"",""BE"",""CY"",""DJ"",""DZ"",""EE"",""GS"",""LI"",""MA"",""NL"",""SZ"",""TT"",""AQ"",""CA"",""CR"",""EH"",""GQ"",""LB"",""MK"",""RE"",""SA"",""SI"",""DM"",""GE"",""HT"",""IE"",""KG"",""KN"",""SX"",""VG"",""YT"",""BY"",""FM"",""GG"",""JE"",""MZ"",""VE"",""AO"",""BL"",""BO"",""PT"",""SS"",""SV"",""UZ"",""AT"",""AW"",""BI"",""DK"",""EC"",""GL"",""GM"",""IR"",""IS"",""KM"",""LR"",""MW"",""NE"",""US"",""AG"",""GN"",""IM"",""SE"",""BH"",""BM"",""BR"",""DE"",""GD"",""SD"",""AD"",""BG"",""ER"",""TM"",""VI""]}]"
8/6/23,TV (Non-English),4,Baki Hanma,Baki Hanma: Season 2,19100000,5.5333,3500000,2,FALSE,
8/6/23,TV (Non-English),5,D.P.,D.P.: Season 2,15400000,5.3167,2900000,2,FALSE,
8/6/23,TV (Non-English),6,My Happy Marriage,My Happy Marriage: Season 1,4900000,2.0167,2400000,4,FALSE,
8/6/23,TV (Non-English),7,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,10400000,4.8,2200000,1,FALSE,
8/6/23,TV (Non-English),8,The Tailor,The Tailor: Season 1,9700000,4.75,2000000,4,FALSE,
8/6/23,TV (Non-English),9,Sintonia,Sintonia: Season 4,11500000,6.5667,1800000,2,FALSE,
8/6/23,TV (Non-English),10,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,2500000,1.6167,1500000,4,FALSE,
7/30/23,Films (English),1,Hidden Strike,N/A,37800000,1.7167,22000000,1,FALSE,
7/30/23,Films (English),2,"Miraculous: Ladybug & Cat Noir, The Movie",N/A,20800000,1.7,12200000,1,FALSE,
7/30/23,Films (English),3,They Cloned Tyrone,N/A,23000000,2.0667,11100000,2,FALSE,
7/30/23,Films (English),4,Happiness for Beginners,N/A,16500000,1.7667,9300000,1,FALSE,
7/30/23,Films (English),5,Missing: The Lucie Blackman Case,N/A,10400000,1.3667,7600000,1,FALSE,
7/30/23,Films (English),6,The Out-Laws,N/A,8900000,1.6167,5500000,4,FALSE,
7/30/23,Films (English),7,Unknown: Cosmic Time Machine,N/A,5600000,1.0833,5200000,1,FALSE,
7/30/23,Films (English),8,Puss in Boots: The Last Wish,N/A,7200000,1.7,4200000,3,FALSE,
7/30/23,Films (English),9,The Deepest Breath,N/A,6500000,1.8333,3500000,2,FALSE,
7/30/23,Films (English),10,Extraction 2,N/A,6000000,2.0667,2900000,7,FALSE,
7/30/23,Films (Non-English),1,Paradise,N/A,16100000,1.9833,8100000,1,FALSE,
7/30/23,Films (Non-English),2,Bird Box Barcelona,N/A,11200000,1.8667,6000000,3,FALSE,
7/30/23,Films (Non-English),3,Dream,N/A,9900000,2.0833,4800000,1,FALSE,
7/30/23,Films (Non-English),4,The (Almost) Legends,N/A,4700000,1.6167,2900000,2,FALSE,
7/30/23,Films (Non-English),5,The Lady of Silence: The Mataviejitas Murders,N/A,3900000,1.85,2100000,1,FALSE,
7/30/23,Films (Non-English),6,Love Tactics 2,N/A,2900000,1.65,1800000,3,FALSE,
7/30/23,Films (Non-English),7,Kingdom2: Far and Away,N/A,3300000,2.2333,1500000,3,FALSE,
7/30/23,Films (Non-English),8,Kingdom,N/A,3300000,2.2333,1500000,2,FALSE,
7/30/23,Films (Non-English),9,Maamannan (Tamil),N/A,3200000,2.5833,1200000,1,FALSE,
7/30/23,Films (Non-English),10,Gold Brick,N/A,1700000,1.6167,1100000,4,FALSE,
7/30/23,TV (English),1,The Witcher,The Witcher: Season 3,59000000,7.6,7800000,5,FALSE,
7/30/23,TV (English),2,Sweet Magnolias,Sweet Magnolias: Season 3,45900000,8.5833,5300000,2,FALSE,
7/30/23,TV (English),3,Too Hot to Handle,Too Hot to Handle: Season 5,26300000,8.25,3200000,3,FALSE,
7/30/23,TV (English),4,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,12600000,4.2333,3000000,4,FALSE,
7/30/23,TV (English),5,Survival of the Thickest,Survival of the Thickest: Season 1,8000000,3.6,2200000,3,FALSE,
7/30/23,TV (English),6,Barbie Life in the Dreamhouse,Barbie Life in the Dreamhouse: Season 1,9100000,4.8,1900000,1,FALSE,
7/30/23,TV (English),7,Quarterback,Quarterback: Season 1,11000000,6.4333,1700000,3,FALSE,
7/30/23,TV (English),8,Fatal Seduction,Fatal Seduction: Season 1,6400000,3.7667,1700000,4,FALSE,
7/30/23,TV (English),9,Mark Normand: Soup to Nuts,N/A,1500000,0.8833,1700000,1,FALSE,
7/30/23,TV (English),10,CoComelon,CoComelon: Season 8,1800000,1.0667,1700000,1,FALSE,
7/30/23,TV (Non-English),1,Sintonia,Sintonia: Season 4,42200000,6.5667,6400000,1,FALSE,
7/30/23,TV (Non-English),2,Baki Hanma,Baki Hanma: Season 2,33000000,5.5333,6000000,1,FALSE,
7/30/23,TV (Non-English),3,King the Land,King the Land: Limited Series,64500000,0,4000000,7,TRUE,"[{""episodesLaunched"":13,""countryList"":[""WF"",""NP"",""NZ"",""BN"",""JP"",""KI"",""KR"",""NF"",""TK"",""TO"",""CK"",""FJ"",""ID"",""NC"",""TL"",""AU"",""BD"",""MO"",""PN"",""LK"",""SB"",""VN"",""PF"",""PH"",""CX"",""MM"",""SG"",""PG"",""TH"",""HK"",""MV"",""NR"",""VU"",""CC"",""MY"",""BT"",""KH"",""TW"",""WS"",""LA"",""MN"",""NU"",""TV"",""IN"",""UM""]},{""episodesLaunched"":14,""countryList"":[""BY"",""FM"",""GG"",""JE"",""MZ"",""VE"",""BJ"",""BW"",""ET"",""GB"",""HU"",""KE"",""PY"",""SR"",""TT"",""BH"",""CF"",""CW"",""IL"",""IT"",""SC"",""YE"",""AL"",""GI"",""KZ"",""MS"",""OM"",""TJ"",""UY"",""BQ"",""GP"",""GY"",""MP"",""MT"",""PK"",""SH"",""TN"",""UG"",""AF"",""AM"",""AR"",""CL"",""LV"",""ME"",""TC"",""TD"",""TG"",""DM"",""GE"",""HT"",""IE"",""KG"",""KN"",""SX"",""VG"",""YT"",""AQ"",""CA"",""CR"",""EH"",""GQ"",""LB"",""MK"",""RE"",""SA"",""SI"",""VA"",""AG"",""GN"",""IM"",""SE"",""CD"",""FK"",""GW"",""HM"",""MH"",""MQ"",""NI"",""TZ"",""BM"",""BR"",""DE"",""GD"",""SD"",""CO"",""CU"",""KW"",""MF"",""PL"",""ST"",""LU"",""PA"",""PE"",""ZW"",""BB"",""BZ"",""ES"",""IO"",""LC"",""MX"",""RU"",""AT"",""AW"",""BI"",""DK"",""EC"",""GL"",""GM"",""IR"",""IS"",""KM"",""LR"",""MW"",""NE"",""US"",""CI"",""FI"",""FO"",""GR"",""PR"",""PW"",""RS"",""SK"",""UA"",""ZM"",""AI"",""BF"",""CZ"",""FR"",""GA"",""IQ"",""JO"",""MC"",""SM"",""AZ"",""BS"",""GT"",""MD"",""MR"",""PS"",""QA"",""RW"",""SO"",""ZA"",""BA"",""BE"",""CY"",""DJ"",""DZ"",""EE"",""GS"",""LI"",""MA"",""MG"",""NL"",""SZ"",""AD"",""BG"",""ER"",""TM"",""VI"",""CV"",""GF"",""HR"",""LT"",""NO"",""PM"",""SL"",""TR"",""VC"",""AO"",""BL"",""BO"",""PT"",""SS"",""SV"",""UZ"",""AS"",""CH"",""GU"",""HN"",""LS"",""LY"",""MU"",""NA"",""NG"",""RO"",""AE"",""CG"",""CM"",""DO"",""EG"",""GH"",""JM"",""KY"",""ML"",""SN""]}]"
7/30/23,TV (Non-English),4,A Perfect Story,A Perfect Story: Limited Series,11600000,3.6667,3200000,1,FALSE,
7/30/23,TV (Non-English),5,D.P.,D.P.: Season 2,15000000,5.3167,2800000,1,FALSE,
7/30/23,TV (Non-English),6,My Happy Marriage,My Happy Marriage: Season 1,4300000,1.6167,2700000,3,FALSE,
7/30/23,TV (Non-English),7,The Tailor,The Tailor: Season 2,13700000,5.3833,2500000,1,FALSE,
7/30/23,TV (Non-English),8,Burn the House Down,Burn the House Down: Season 1,12800000,6.45,2000000,3,FALSE,
7/30/23,TV (Non-English),9,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,2100000,1.2,1800000,3,FALSE,
7/30/23,TV (Non-English),10,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,2600000,1.6,1600000,3,FALSE,
7/23/23,Films (English),1,The Out-Laws,N/A,19500000,1.6167,12100000,3,FALSE,
7/23/23,Films (English),2,Unknown: Cave of Bones,N/A,10300000,1.5833,6500000,1,FALSE,
7/23/23,Films (English),3,They Cloned Tyrone,N/A,13100000,2.0667,6300000,1,FALSE,
7/23/23,Films (English),4,Puss in Boots: The Last Wish,N/A,10600000,1.7,6200000,2,FALSE,
7/23/23,Films (English),5,The Deepest Breath,N/A,8400000,1.8333,4600000,1,FALSE,
7/23/23,Films (English),6,Ride Along,N/A,7100000,1.65,4300000,1,FALSE,
7/23/23,Films (English),7,Man on Fire,N/A,9400000,2.4333,3900000,4,FALSE,
7/23/23,Films (English),8,Extraction 2,N/A,7800000,2.0667,3800000,6,FALSE,
7/23/23,Films (English),9,Nimona,N/A,5900000,1.7167,3400000,4,FALSE,
7/23/23,Films (English),10,Captain Underpants: The First Epic Movie,N/A,4600000,1.4833,3100000,1,FALSE,
7/23/23,Films (Non-English),1,Bird Box Barcelona,N/A,35500000,1.8667,19000000,2,FALSE,
7/23/23,Films (Non-English),2,Love Tactics 2,N/A,8600000,1.65,5200000,2,FALSE,
7/23/23,Films (Non-English),3,Kingdom,N/A,6600000,2.2333,3000000,1,FALSE,
7/23/23,Films (Non-English),4,The (Almost) Legends,N/A,4500000,1.6167,2800000,1,FALSE,
7/23/23,Films (Non-English),5,Gold Brick,N/A,4400000,1.6167,2700000,3,FALSE,
7/23/23,Films (Non-English),6,Mr. Car and the Knights Templar,N/A,4800000,1.85,2600000,2,FALSE,
7/23/23,Films (Non-English),7,Kingdom2: Far and Away,N/A,4400000,2.2333,2000000,2,FALSE,
7/23/23,Films (Non-English),8,Luccas Neto em: O Meu Aniversário,N/A,1900000,1.3,1500000,1,FALSE,
7/23/23,Films (Non-English),9,Seasons,N/A,2400000,1.8167,1300000,3,FALSE,
7/23/23,Films (Non-English),10,Bear Man,N/A,1900000,1.6167,1200000,1,FALSE,
7/23/23,TV (English),1,Sweet Magnolias,Sweet Magnolias: Season 3,39500000,8.5833,4600000,1,FALSE,
7/23/23,TV (English),2,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,19400000,4.2333,4600000,3,FALSE,
7/23/23,TV (English),3,The Witcher,The Witcher: Season 3,20100000,4.8167,4200000,4,FALSE,
7/23/23,TV (English),4,Too Hot to Handle,Too Hot to Handle: Season 5,24000000,5.8667,4100000,2,FALSE,
7/23/23,TV (English),5,Survival of the Thickest,Survival of the Thickest: Season 1,13700000,3.6,3800000,2,FALSE,
7/23/23,TV (English),6,Fatal Seduction,Fatal Seduction: Season 1,12100000,3.7667,3200000,3,FALSE,
7/23/23,TV (English),7,Quarterback,Quarterback: Season 1,18800000,6.4333,2900000,2,FALSE,
7/23/23,TV (English),8,Suits,Suits: Season 1,20300000,0,2200000,4,TRUE,"[{""episodesLaunched"":12,""countryList"":[""BL"",""BM"",""GI"",""IM"",""MY"",""NP"",""PS"",""RS"",""TG"",""WS"",""EG"",""BZ"",""DJ"",""IO"",""JO"",""KR"",""MA"",""NL"",""OM"",""VU"",""GF"",""AM"",""BG"",""CD"",""FM"",""GG"",""GY"",""HU"",""KI"",""MP"",""QA"",""TM"",""TR"",""CM"",""ZM"",""CV"",""FO"",""MC"",""UA"",""IL"",""MK"",""MO"",""PA"",""UY"",""AI"",""EH"",""GQ"",""LB"",""LV"",""MW"",""NA"",""RE"",""TH"",""ZW"",""DK"",""LS"",""AL"",""BI"",""DO"",""EE"",""ES"",""FR"",""GE"",""HK"",""KN"",""LC"",""PM"",""SN"",""TL"",""BB"",""FK"",""GM"",""SK"",""BQ"",""CG"",""DM"",""GU"",""MF"",""MT"",""MX"",""PW"",""RO"",""SL"",""SR"",""FI"",""NI"",""SG"",""AD"",""AS"",""BE"",""BT"",""CW"",""MS"",""PF"",""PG"",""PL"",""PT"",""TO"",""YT"",""GA"",""IS"",""LY"",""NZ"",""PR"",""SB"",""HM"",""TT"",""AF"",""AQ"",""CZ"",""IT"",""JM"",""KY"",""ST"",""SZ"",""MR"",""UG"",""AE"",""FJ"",""HR"",""KM"",""NO"",""SV"",""GL"",""CR"",""HN"",""TC"",""TW"",""CI"",""GS"",""KG"",""LK"",""MG"",""MH"",""ML"",""MU"",""SE"",""TD"",""VA"",""BA"",""BF"",""BH"",""ER"",""ET"",""IQ"",""KZ"",""MM"",""MZ"",""NC"",""PN"",""TN"",""VI"",""CY"",""IE"",""JE"",""LR"",""MD"",""MV"",""NE"",""RW"",""SH"",""SO"",""AU"",""BO"",""GT"",""HT"",""IN"",""PH"",""VG"",""KE"",""VN"",""AR"",""BN"",""CU"",""MN"",""NR"",""SA"",""SM"",""EC"",""AG"",""AZ"",""BS"",""CA"",""CO"",""GH"",""KH"",""KW"",""NG"",""NU"",""RU"",""YE"",""ME"",""CK"",""GD"",""GN"",""LT"",""NF"",""PE"",""SC"",""SI"",""SX"",""TJ"",""TK"",""BW"",""CL"",""CX"",""LA"",""PY"",""SS"",""TV"",""UM"",""VE"",""WF"",""AO"",""AW"",""BD"",""BY"",""CC"",""CF"",""GB"",""GP"",""ID"",""MQ"",""PK"",""TZ"",""US"",""UZ"",""ZA"",""BJ"",""BR"",""DZ"",""GR"",""GW"",""VC""]},{""episodesLaunched"":13,""countryList"":[""JP"",""LI"",""AT"",""DE""]},{""episodesLaunched"":14,""countryList"":[""LU"",""CH""]}]"
7/23/23,TV (English),9,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,17800000,8.3167,2100000,9,FALSE,
7/23/23,TV (English),10,Sonic Prime,Sonic Prime: Season 2,6800000,3.2333,2100000,2,FALSE,
7/23/23,TV (Non-English),1,King the Land,King the Land: Limited Series,65100000,0,4700000,6,TRUE,"[{""episodesLaunched"":11,""countryList"":[""AU"",""BD"",""MO"",""PN"",""TH"",""WF"",""PH"",""FJ"",""ID"",""SG"",""NP"",""NZ"",""PG"",""TW"",""MV"",""CC"",""MY"",""TV"",""LA"",""MN"",""NU"",""CX"",""MM"",""NC"",""LK"",""SB"",""VN"",""IN"",""TL"",""UM"",""BT"",""KH"",""WS"",""CK"",""HK"",""JP"",""KI"",""KR"",""NF"",""TK"",""TO"",""BN"",""PF"",""NR"",""VU""]},{""episodesLaunched"":12,""countryList"":[""AF"",""AM"",""AR"",""CL"",""LV"",""ME"",""NE"",""TC"",""TD"",""TG"",""AT"",""AW"",""BI"",""BW"",""DK"",""EC"",""GL"",""GM"",""IR"",""IS"",""KM"",""LR"",""MW"",""US"",""BY"",""FM"",""GG"",""JE"",""MZ"",""VE"",""CD"",""FK"",""GW"",""HM"",""MH"",""MQ"",""NI"",""TZ"",""AG"",""GN"",""IM"",""SE"",""CI"",""FI"",""FO"",""GR"",""PR"",""PW"",""RS"",""SK"",""UA"",""ZM"",""BH"",""BM"",""CF"",""IL"",""YE"",""DO"",""JM"",""SN"",""BA"",""BJ"",""ET"",""GB"",""HU"",""KE"",""PY"",""SR"",""TT"",""LU"",""PA"",""PE"",""SV"",""ZW"",""AZ"",""BS"",""GT"",""MD"",""MR"",""PS"",""QA"",""SO"",""ZA"",""AD"",""BG"",""ER"",""TM"",""VI"",""DM"",""GE"",""HT"",""IE"",""KG"",""KN"",""SX"",""VG"",""YT"",""CH"",""CO"",""CU"",""GU"",""KW"",""MF"",""MU"",""NA"",""PL"",""ST"",""AS"",""HN"",""LS"",""LY"",""NG"",""RO"",""BR"",""DE"",""GD"",""GY"",""MP"",""PK"",""SD"",""UG"",""CV"",""GF"",""HR"",""LT"",""NO"",""PM"",""SL"",""TR"",""VC"",""AE"",""BQ"",""CG"",""CM"",""EG"",""GH"",""GP"",""KY"",""ML"",""MT"",""SH"",""TN"",""AI"",""AO"",""BL"",""BO"",""FR"",""JO"",""MC"",""PT"",""SS"",""UZ"",""BF"",""CW"",""CZ"",""GA"",""IQ"",""IT"",""SC"",""SM"",""KZ"",""MS"",""OM"",""TJ"",""UY"",""AL"",""BB"",""BZ"",""ES"",""GI"",""IO"",""LC"",""MX"",""RU"",""AQ"",""CA"",""CR"",""EH"",""GQ"",""LB"",""MK"",""RE"",""SA"",""SI"",""VA"",""BE"",""CY"",""DJ"",""DZ"",""EE"",""GS"",""LI"",""MA"",""MG"",""NL"",""RW"",""SZ""]}]"
7/23/23,TV (Non-English),2,Burn the House Down,Burn the House Down: Season 1,22500000,6.45,3500000,2,FALSE,
7/23/23,TV (Non-English),3,Kohrra,Kohrra: Season 1,11500000,4.8333,2400000,1,FALSE,
7/23/23,TV (Non-English),4,My Happy Marriage,My Happy Marriage: Season 1,2600000,1.2167,2100000,2,FALSE,
7/23/23,TV (Non-English),5,Jujutsu Kaisen,Jujutsu Kaisen: Season 2,2200000,1.2,1800000,2,FALSE,
7/23/23,TV (Non-English),6,Celebrity,Celebrity: Limited Series,16400000,8.9833,1800000,4,FALSE,
7/23/23,TV (Non-English),7,Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,1900000,1.2,1600000,2,FALSE,
7/23/23,TV (Non-English),8,See You in My 19th Life,See You in My 19th Life: Limited Series,18900000,12.3,1500000,5,FALSE,
7/23/23,TV (Non-English),9,Record of Ragnarok,Record of Ragnarok: Season 2,9600000,6.2667,1500000,4,FALSE,
7/23/23,TV (Non-English),10,The Surrogacy,The Surrogacy: Season 1,20800000,15.1667,1400000,6,FALSE,
7/16/23,Films (English),1,The Out-Laws,N/A,46300000,1.6167,28600000,2,FALSE,
7/16/23,Films (English),2,65,N/A,10500000,1.55,6800000,1,FALSE,
7/16/23,Films (English),3,Puss in Boots: The Last Wish,N/A,9400000,1.7,5500000,1,FALSE,
7/16/23,Films (English),4,Extraction 2,N/A,10800000,2.0667,5200000,5,FALSE,
7/16/23,Films (English),5,Nimona,N/A,8000000,1.7167,4700000,3,FALSE,
7/16/23,Films (English),6,Sing,N/A,6500000,1.8,3600000,9,FALSE,
7/16/23,Films (English),7,The Tutor,N/A,5000000,1.55,3200000,1,FALSE,
7/16/23,Films (English),8,Paw Patrol: The Movie,N/A,4400000,1.4333,3100000,7,FALSE,
7/16/23,Films (English),9,Mafia Mamma,N/A,4700000,1.6833,2800000,1,FALSE,
7/16/23,Films (English),10,Unknown: Killer Robots,N/A,3200000,1.1667,2700000,1,FALSE,
7/16/23,Films (Non-English),1,Bird Box Barcelona,N/A,30500000,1.8667,16300000,1,FALSE,
7/16/23,Films (Non-English),2,Gold Brick,N/A,10000000,1.6167,6200000,2,FALSE,
7/16/23,Films (Non-English),3,Mr. Car and the Knights Templar,N/A,7700000,1.85,4200000,1,FALSE,
7/16/23,Films (Non-English),4,Love Tactics 2,N/A,6700000,1.65,4100000,1,FALSE,
7/16/23,Films (Non-English),5,Seasons,N/A,5100000,1.8167,2800000,2,FALSE,
7/16/23,Films (Non-English),6,Make Me Believe,N/A,2700000,1.7333,1600000,4,FALSE,
7/16/23,Films (Non-English),7,Through My Window 2: Across the Sea,N/A,2200000,1.8667,1200000,4,FALSE,
7/16/23,Films (Non-English),8,Lust Stories 2,N/A,2600000,2.2167,1200000,3,FALSE,
7/16/23,Films (Non-English),9,Rebound,N/A,2000000,2.0333,1000000,1,FALSE,
7/16/23,Films (Non-English),10,A Beautiful Life,N/A,1300000,1.6667,800000,7,FALSE,
7/16/23,TV (English),1,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,35300000,4.2333,8300000,2,FALSE,
7/16/23,TV (English),2,The Witcher,The Witcher: Season 3,32100000,4.8167,6700000,3,FALSE,
7/16/23,TV (English),3,Fatal Seduction,Fatal Seduction: Season 1,24800000,3.7667,6600000,2,FALSE,
7/16/23,TV (English),4,Survival of the Thickest,Survival of the Thickest: Season 1,13300000,3.6,3700000,1,FALSE,
7/16/23,TV (English),5,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,28300000,8.3167,3400000,8,FALSE,
7/16/23,TV (English),6,Quarterback,Quarterback: Season 1,21400000,6.4333,3300000,1,FALSE,
7/16/23,TV (English),7,Too Hot to Handle,Too Hot to Handle: Season 5,9000000,3.2333,2800000,1,FALSE,
7/16/23,TV (English),8,Is It Cake?,"Is It Cake?: Is It Cake, Too?",15400000,5.8667,2600000,2,FALSE,
7/16/23,TV (English),9,Hack My Home,Hack My Home: Season 1,11900000,4.55,2600000,1,FALSE,
7/16/23,TV (English),10,Sonic Prime,Sonic Prime: Season 2,7900000,3.2333,2400000,1,FALSE,
